date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:31:39	40486/40486	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2011:58:42%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_txt_code&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryit41b3.html	(from https://www.w3schools.com/bootstrap4/bootstrap_typography.asp)
17:31:42	40436/40436	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2013:16:14%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_txt_kbd&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryit762f.html	(from https://www.w3schools.com/bootstrap4/bootstrap_typography.asp)
17:31:44	40467/40467	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2013:31:55%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_txt_pre&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryit259f.html	(from https://www.w3schools.com/bootstrap4/bootstrap_typography.asp)
17:31:53	40496/40496	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2013:35:08%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_txt_font-weight&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryit90d0.html	(from https://www.w3schools.com/bootstrap4/bootstrap_typography.asp)
17:31:54	40419/40419	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2011:59:41%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_ref_txt_lead&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryita635.html	(from https://www.w3schools.com/bootstrap4/bootstrap_typography.asp)
17:31:57	40355/40355	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2012:58:30%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_ref_txt_small&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryite1ce.html	(from https://www.w3schools.com/bootstrap4/bootstrap_typography.asp)
17:31:59	40695/40695	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2013:42:26%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_ref_text-left&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryitef52.html	(from https://www.w3schools.com/bootstrap4/bootstrap_typography.asp)
17:32:01	40795/40795	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2013:37:55%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_ref_text-left-responsive&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryit6ea4.html	(from https://www.w3schools.com/bootstrap4/bootstrap_typography.asp)
17:32:04	40763/40763	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2013:37:56%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_ref_text-center-responsive&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryitdab2.html	(from https://www.w3schools.com/bootstrap4/bootstrap_typography.asp)
17:32:07	40798/40798	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2013:37:57%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_ref_text-right-responsive&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryitbb73.html	(from https://www.w3schools.com/bootstrap4/bootstrap_typography.asp)
17:32:09	40347/40347	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2015:57:52%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_ref_text-monospace&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryit27af.html	(from https://www.w3schools.com/bootstrap4/bootstrap_typography.asp)
17:32:12	40371/40371	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2013:33:47%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_ref_text-lowercase&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryitc378.html	(from https://www.w3schools.com/bootstrap4/bootstrap_typography.asp)
17:32:15	40443/40443	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2016:32:16%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_ref_txt_abbr2&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryit58f6.html	(from https://www.w3schools.com/bootstrap4/bootstrap_typography.asp)
17:32:17	40523/40523	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2012:26:40%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_ref_txt_list-unstyled&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryitf725.html	(from https://www.w3schools.com/bootstrap4/bootstrap_typography.asp)
17:32:21	40504/40504	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2014:19:28%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_ref_txt_list-inline&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryitf321.html	(from https://www.w3schools.com/bootstrap4/bootstrap_typography.asp)
17:32:25	40689/40689	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2016:10:32%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_ref_txt_pre&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryitfcfe.html	(from https://www.w3schools.com/bootstrap4/bootstrap_typography.asp)
17:32:29	41091/41091	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2016:32:29%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_txt_colors&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryit9816.html	(from https://www.w3schools.com/bootstrap4/bootstrap_colors.asp)
17:32:33	40859/40859	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2012:12:42%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_txt_colors_links&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryit8c50.html	(from https://www.w3schools.com/bootstrap4/bootstrap_colors.asp)
17:32:37	40563/40563	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2012:19:06%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_txt_colors_opacity&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryit2134.html	(from https://www.w3schools.com/bootstrap4/bootstrap_colors.asp)
17:32:41	41085/41085	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2012:31:36%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_txt_bgcolors&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryit0ced.html	(from https://www.w3schools.com/bootstrap4/bootstrap_colors.asp)
17:32:55	40902/40902	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2013:48:28%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_table_basic&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryit88b5.html	(from https://www.w3schools.com/bootstrap4/bootstrap_tables.asp)
17:32:58	40887/40887	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2010:32:05%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_table_striped&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryitf90b.html	(from https://www.w3schools.com/bootstrap4/bootstrap_tables.asp)
17:33:02	40915/40915	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2014:31:42%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_table_bordered&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryite2ee.html	(from https://www.w3schools.com/bootstrap4/bootstrap_tables.asp)
17:33:06	40917/40917	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2013:27:02%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_table_hover&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryit3dfa.html	(from https://www.w3schools.com/bootstrap4/bootstrap_tables.asp)
17:33:10	40892/40892	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2012:38:10%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_table_inverse&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryit362a.html	(from https://www.w3schools.com/bootstrap4/bootstrap_tables.asp)
17:33:15	40925/40925	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2016:33:15%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_table_dark_striped&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryitf71a.html	(from https://www.w3schools.com/bootstrap4/bootstrap_tables.asp)
17:34:56	40933/40933	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2013:21:54%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_table_dark_hover&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryit6955.html	(from https://www.w3schools.com/bootstrap4/bootstrap_tables.asp)
17:36:11	40901/40901	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2013:38:12%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_table_borderless&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryit8213.html	(from https://www.w3schools.com/bootstrap4/bootstrap_tables.asp)
17:43:56	42045/42045	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2015:21:24%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_table_contextual&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryit021d.html	(from https://www.w3schools.com/bootstrap4/bootstrap_tables.asp)
17:45:19	41491/41491	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2013:19:50%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_table_head&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryit4bee.html	(from https://www.w3schools.com/bootstrap4/bootstrap_tables.asp)
17:46:02	40960/40960	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2011:12:17%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_table_sm&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryitcbfc.html	(from https://www.w3schools.com/bootstrap4/bootstrap_tables.asp)
17:46:40	1300/1300	---M-Z	200	added ('OK')	text/html	etag:%2254e5b27b4b2ad41:0%22	https://www.w3schools.com/bootstrap4/trybs_table_responsive_ifr.htm	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/trybs_table_responsive_ifr.html	(from https://www.w3schools.com/bootstrap4/bootstrap_tables.asp)
17:46:59	41344/41344	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2013:07:10%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_table_responsive	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryitc80f.html	(from https://www.w3schools.com/bootstrap4/bootstrap_tables.asp)
17:47:26	41210/41210	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2012:52:24%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_table_responsive_sm	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryita301.html	(from https://www.w3schools.com/bootstrap4/bootstrap_tables.asp)
17:47:58	29529/29529	---M--	200	added ('OK')	image/jpeg	etag:%222ca8289614cd31:0%22	https://www.w3schools.com/bootstrap4/paris.jpg	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/paris.jpg	(from https://www.w3schools.com/bootstrap4/bootstrap_images.asp)
17:48:01	33636/33636	---M--	200	added ('OK')	image/jpeg	etag:%227ce8b38a14cd31:0%22	https://www.w3schools.com/bootstrap4/newyork.jpg	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/newyork.jpg	(from https://www.w3schools.com/bootstrap4/bootstrap_images.asp)
17:48:03	16102/16102	---M--	200	added ('OK')	image/jpeg	etag:%22628284a014cd31:0%22	https://www.w3schools.com/bootstrap4/sanfran.jpg	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/sanfran.jpg	(from https://www.w3schools.com/bootstrap4/bootstrap_images.asp)
17:48:14	40450/40450	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2013:15:30%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_img_rounded&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryit5fdf.html	(from https://www.w3schools.com/bootstrap4/bootstrap_images.asp)
17:48:34	40450/40450	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2012:53:27%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_img_circle&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryit6a64.html	(from https://www.w3schools.com/bootstrap4/bootstrap_images.asp)
17:48:47	40458/40458	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2014:31:53%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_img_thumbnail&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryit8c2c.html	(from https://www.w3schools.com/bootstrap4/bootstrap_images.asp)
17:49:05	40527/40527	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2012:53:28%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_img_align&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryit99a5.html	(from https://www.w3schools.com/bootstrap4/bootstrap_images.asp)
17:49:21	40474/40474	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2011:14:54%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_img_centered&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryitbc9a.html	(from https://www.w3schools.com/bootstrap4/bootstrap_images.asp)
17:49:42	40552/40552	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2013:11:33%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_img_responsive&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryit1f51.html	(from https://www.w3schools.com/bootstrap4/bootstrap_images.asp)
17:50:10	40533/40533	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2012:26:42%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_jumbotron&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryit737f.html	(from https://www.w3schools.com/bootstrap4/bootstrap_jumbotron.asp)
17:50:22	40585/40585	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2011:04:10%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_jumbotron2&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryitc72c.html	(from https://www.w3schools.com/bootstrap4/bootstrap_jumbotron.asp)
17:50:42	41355/41355	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2009:53:28%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_alerts&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryitb1db.html	(from https://www.w3schools.com/bootstrap4/bootstrap_alerts.asp)
17:50:57	41514/41514	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2012:29:07%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_alerts_link&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryiteb88.html	(from https://www.w3schools.com/bootstrap4/bootstrap_alerts.asp)
17:51:41	42265/42265	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2013:38:30%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_alerts_dismissible&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryit8f86.html	(from https://www.w3schools.com/bootstrap4/bootstrap_alerts.asp)
17:51:51	42256/42256	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2012:25:32%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_alerts_fade&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryitee3f.html	(from https://www.w3schools.com/bootstrap4/bootstrap_alerts.asp)
17:52:08	40975/40975	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2015:57:24%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_button_styles&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryit15f5.html	(from https://www.w3schools.com/bootstrap4/bootstrap_buttons.asp)
17:52:16	40610/40610	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2013:03:10%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_button_elements&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryit68f7.html	(from https://www.w3schools.com/bootstrap4/bootstrap_buttons.asp)
17:53:34	40873/40873	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2015:56:56%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_button_outline&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryit2f49.html	(from https://www.w3schools.com/bootstrap4/bootstrap_buttons.asp)
18:03:01	40500/40500	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2010:31:05%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_button_sizes&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryit55bb.html	(from https://www.w3schools.com/bootstrap4/bootstrap_buttons.asp)
18:03:47	40878/40878	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2014:21:01%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_button_block&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryit2439.html	(from https://www.w3schools.com/bootstrap4/bootstrap_buttons.asp)
18:04:13	40586/40586	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2015:55:55%20GMT	https://www.w3schools.com/bootstrap4/tryit.asp?filename=trybs_button_active&stacked=h	C:/Users/DON_IYKE/Desktop/bootstrap%204/www.w3schools.com/bootstrap4/tryit0b62.html	(from https://www.w3schools.com/bootstrap4/bootstrap_buttons.asp)
